Flinn_product_category,Flinn_product_sub_category,Flinn_product_id,Flinn_product_name,Flinn_product_quantity,Flinn_product_price,Flinn_product_url,Flinn_image_url,Nasco_product_category,Nasco_product_sub_category,Nasco_product_id,Nasco_product_name,Nasco_product_quantity,Nasco_product_price,Nasco_product_url,Nasco_image_url,Match_Score
Technology,3D Printers,AP9424,3Doodler® Foot Pedal,1,$21.58,https://www.flinnsci.com/3doodler-foot-pedal/ap9424/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9424.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,AP9887,Cardboard VR Headset,1,$9.22,https://www.flinnsci.com/cardboard-vr-headset/ap9887/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9887.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,AP9886,VR Headset,1,$12.72,https://www.flinnsci.com/vr-headset/ap9886/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9886.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1574,Investigating Environmental Science through Inquiry,1,$61.51,https://www.flinnsci.com/investigating-environmental-science-through-inquiry/tc1574/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1574.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1563,Investigating Biology Through Inquiry,1,$64.64,https://www.flinnsci.com/investigating-biology-through-inquiry/tc1563/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1563.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1331,Physics with Vernier,1,$61.51,https://www.flinnsci.com/physics-with-vernier-manual/tc1331/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1331.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1323,Physical Science with Vernier,1,$58.55,https://www.flinnsci.com/physical-science-with-vernier-manual/tc1323/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1323.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1313,Biology with Vernier,1,$64.64,https://www.flinnsci.com/biology-with-vernier-manual/tc1313/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1313.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1567,Investigating Chemistry Through Inquiry,1,$60.52,https://www.flinnsci.com/investigating-chemistry-through-inquiry/tc1567/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1567.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,TC1303,Chemistry with Vernier,1,$60.52,https://www.flinnsci.com/chemistry-with-vernier-lab-manual/tc1303/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1303.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Books & Review Materials,AP6597,Advanced Chemistry with Vernier,1,$58.72,https://www.flinnsci.com/advanced-chemistry-using-technology/ap6597/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6597.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Calculators,TC2325,Calculator-Based Ranger™ 2,1,$163.71,https://www.flinnsci.com/calculator-based-ranger-2/tc2325/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2325.jpg?format=webp&height=880&upscale=false,Math,Calculators & Accessories,TB17893,TI Calculator-Based Ranger™ (CBR2™) System,1,$ 147.95,https://www.nascoeducation.com/ti-calculator-based-ranger-cbr2-system-tb17893.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/t/b/tb17893-main_gizhfphsrvh9xul2.jpg,0.5
Technology,Calculators,TC2507,Biology with CBL Starter Kit,1,$289.00,https://www.flinnsci.com/biology-with-cbl-starter-kit/tc2507/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2507.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Calculators,TC2306,TI-83 Graphing Calculator,1,$187.65,https://www.flinnsci.com/ti-83-graphing-calculator/tc2306/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2306.jpg?format=webp&height=880&upscale=false,Math,Calculators & Accessories,NA10404,Texas Instruments TI-83 Plus Graphing Calculator,1,$ 139,https://www.nascoeducation.com/texas-instruments-ti-83-plus-graphing-calculator-na10404.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/a/na10404-main_hkilx60fuvhngszn.jpg,0.9152162671089172
Technology,Calculators,TC1525,CBL-2,1,$286.23,https://www.flinnsci.com/cbl-2/tc1525/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1525.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Calculators,TC1600,"TI-84 Plus CE Graphing Calculator, Classroom Package",1,$2396.08,https://www.flinnsci.com/ti-84-plus-ce-graphing-calculator-classroom-package/tc1600/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1599etc.jpg?format=webp&height=880&upscale=false,Math,Calculators & Accessories,NE30224,TI-84 Plus CE Python Graphing Calculator,1,$ 175,https://www.nascoeducation.com/ti-84-plus-ce-python-graphing-calculator-ne30224.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/e/b/ebefc3ae906022314620d8e97afdaf8c5836843d979210dd6764b9155026185e.jpeg,0.625
Technology,Calculators,TC1599,TI-84 Plus CE Graphing Calculator,1,$254.39,https://www.flinnsci.com/ti-84-plus-ce-graphing-calculator/tc1599/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1599etc.jpg?format=webp&height=880&upscale=false,Math,Calculators & Accessories,NE30224,TI-84 Plus CE Python Graphing Calculator,1,$ 175,https://www.nascoeducation.com/ti-84-plus-ce-python-graphing-calculator-ne30224.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/e/b/ebefc3ae906022314620d8e97afdaf8c5836843d979210dd6764b9155026185e.jpeg,0.8333333333333334
Technology,Calculators,TC1560,TI-Nspire™ Graphing Calculator,1,$221.00,https://www.flinnsci.com/ti-nspire-graphing-calculator/tc1560/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1560etc.jpg?format=webp&height=880&upscale=false,Math,Calculators & Accessories,NA10406,Texas Instruments TI-84 Plus Graphing Calculator,1,$ 139.95,https://www.nascoeducation.com/texas-instruments-ti-84-plus-graphing-calculator-na10406.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/a/na10406-main_tkhevjmoi3kvtswe.jpg,0.9069979786872864
Technology,Document Cameras,AP7641,Document Camera,1,$1459.50,https://www.flinnsci.com/document-camera/ap7641/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7641_new_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Forces & Equilibrium,TC1516,Dual-Range Force Sensor,1,$147.93,https://www.flinnsci.com/dual-range-force-sensor/tc1516/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1516.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Interface Systems & Software,TC1646,LabQuest® 3 Interface,1,$450.00,https://www.flinnsci.com/labquest-3-interface/tc1646/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1646_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Interface Systems & Software,TC1421,Logger Pro® 3,1,$338.81,https://www.flinnsci.com/logger-pro-3/tc1421/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1421.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Interface Systems & Software,TC1559,LabQuest™ Mini,1,$210.00,https://www.flinnsci.com/labquest-mini/tc1559/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1559.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Interface Systems & Software,TC1549,Go! Link,1,$79.57,https://www.flinnsci.com/go-link/tc1549/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1549.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,TC1520,3-Axis Accelerometer,1,$124.06,https://www.flinnsci.com/3-axis-accelerometer/tc1520/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1520.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,TC1519,Low-g Accelerometer,1,$122.16,https://www.flinnsci.com/low-g-accelerometer/tc1519/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1519.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,TC1546,Picket Fence,1,$13.03,https://www.flinnsci.com/picket-fence/tc1546/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1546.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,TC1518,Accelerometer,1,$121.03,https://www.flinnsci.com/accelerometer/tc1518/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1518.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,TC1517,Vernier Photogate,1,$58.84,https://www.flinnsci.com/vernier-photogate/tc1517/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1517.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,AP7009,"Threaded Support Rods for Photogate, Pkg. of 2",2,$12.72,https://www.flinnsci.com/threaded-support-rods-for-photogate-pkg.-of-2/ap7009/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7009.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Motion,AP6998,PSWorks™ Photogate Timer,1,$410.00,https://www.flinnsci.com/psworks-photogate-timer/ap6998/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6998etc.jpg?format=webp&height=880&upscale=false,Science,Physical Science,SB47664,Photogate Timer,1,$ 245.95,https://www.nascoeducation.com/photogate-timer-sb47664.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/s/b/sb47664-main_wpul65cxg1tmzddo.jpg,0.6666666666666666
Technology,Sensors,TC1686,PASCO Basic Smart Cart PAStrack System,1,$615.00,https://www.flinnsci.com/pasco-basic-smart-cart-pastrack-system/tc1686/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1686_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1684,PASCO Wireless Soil Moisture Sensor,1,$165.00,https://www.flinnsci.com/pasco-wireless-soil-moisture-sensor/tc1684/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1684_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1682,PASCO Wireless Light and Color Sensor,1,$115.00,https://www.flinnsci.com/pasco-wireless-light-and-color-sensor/tc1682/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1682_1.jpg?format=webp&height=880&upscale=false,Elementary Education,Science,EL13446,Light and Color Activities,1,$ 279.95,https://www.nascoeducation.com/light-and-color-activities-el13446.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/e/l/el13446-main_xnjeuif1pdlkcyau.jpg,0.42857142857142855
Technology,Sensors,TC1675,PASCO Smart Cart Charging Garage,1,$159.00,https://www.flinnsci.com/pasco-smart-cart-charging-garage/tc1675/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1675_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1674,PASCO Smart Cart (Blue),1,$229.00,https://www.flinnsci.com/pasco-smart-cart-blue/tc1674/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1674_1.jpg?format=webp&height=880&upscale=false,Art Supplies & Crafts,Art Supplies,PE03188,EZ Crate Collapsible Cart,1,$ 41.31,https://www.nascoeducation.com/ez-crate-collapsible-cart-pe03188.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/p/e/pe03188-main_tsu6lqpg1wnyvbff.jpg,0.7698410153388977
Technology,Sensors,TC1673,PASCO Smart Cart (Red),1,$229.00,https://www.flinnsci.com/pasco-smart-cart-red/tc1673/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1673_1.jpg?format=webp&height=880&upscale=false,Art Supplies & Crafts,Art Supplies,PE03188,EZ Crate Collapsible Cart,1,$ 41.31,https://www.nascoeducation.com/ez-crate-collapsible-cart-pe03188.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/p/e/pe03188-main_tsu6lqpg1wnyvbff.jpg,0.766636312007904
Technology,Sensors,TC1672,PASCO Wireless 2-Axis Force Platform,1,$1099.00,https://www.flinnsci.com/pasco-wireless-2-axis-force-platform/tc1672/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1672_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1671,PASCO Wireless Force Platform,1,$899.00,https://www.flinnsci.com/pasco-wireless-force-platform/tc1671/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1671_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1670,PASCO Wireless Sound Sensor,1,$115.00,https://www.flinnsci.com/pasco-wireless-sound-sensor/tc1670/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1670_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1669,PASCO Wireless Smart Gate,1,$165.00,https://www.flinnsci.com/pasco-wireless-smart-gate/tc1669/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1669_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1668,PASCO Wireless Acceleration/Altimeter,1,$140.00,https://www.flinnsci.com/pasco-wireless-accelerationaltimeter/tc1668/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1668_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1667,PASCO Wireless Magnetic Field Sensor,1,$115.00,https://www.flinnsci.com/pasco-wireless-magnetic-field-sensor/tc1667/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1667_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1666,PASCO Wireless Rotary Motion Sensor,1,$205.00,https://www.flinnsci.com/pasco-wireless-rotary-motion-sensor/tc1666/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1666_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1665,PASCO Wireless Motion Sensor,1,$150.00,https://www.flinnsci.com/pasco-wireless-motion-sensor/tc1665/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1665_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1664,PASCO Wireless Force Acceleration Sensor,1,$136.00,https://www.flinnsci.com/pasco-wireless-force-acceleration-sensor/tc1664/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1664_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1663,PASCO Wireless Geiger Counter,1,$329.00,https://www.flinnsci.com/pasco-wireless-geiger-counter/tc1663/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1663_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1662,PASCO UV/Vis spectrometer,1,$2900.00,https://www.flinnsci.com/pasco-uvvis-spectrometer/tc1662/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1662_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1661,PASCO Wireless Melting Point Apparatus,1,$799.00,https://www.flinnsci.com/pasco-wireless-melting-point-apparatus/tc1661/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1661_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1660,PASCO Wireless Polarimeter,1,$799.00,https://www.flinnsci.com/pasco-wireless-polarimeter/tc1660/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1660_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1659,PASCO Wireless Temperature Sensor Link,1,$102.00,https://www.flinnsci.com/pasco-wireless-temperature-sensor-link/tc1659/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1659_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1658,PASCO Wireless Oxygen Gas Sensor,1,$255.00,https://www.flinnsci.com/pasco-wireless-oxygen-gas-sensor/tc1658/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1658_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1657,PASCO Wireless Colorimeter & Turbidity Sensor,1,$165.00,https://www.flinnsci.com/pasco-wireless-colorimeter--turbidity-sensor/tc1657/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1657_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1656,PASCO Wireless Drop Counter,1,$143.00,https://www.flinnsci.com/pasco-wireless-drop-counter/tc1656/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1656_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1655,PASCO Wireless Current Sensor,1,$115.00,https://www.flinnsci.com/pasco-wireless-current-sensor/tc1655/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1655_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1654,PASCO Wireless Voltage Sensor,1,$97.00,https://www.flinnsci.com/pasco-wireless-voltage-sensor/tc1654/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1654_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1653,PASCO Wireless Conductivity Sensor,1,$155.00,https://www.flinnsci.com/pasco-wireless-conductivity-sensor/tc1653/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1653_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1652,PASCO Wireless CO2 Sensor (Carbon Dioxide),1,$265.00,https://www.flinnsci.com/pasco-wireless-co2-sensor-carbon-dioxide/tc1652/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1652_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1651,PASCO Wireless pH Sensor,1,$123.00,https://www.flinnsci.com/pasco-wireless-ph-sensor/tc1651/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1651_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1650,PASCO Wireless Pressure Sensor,1,$123.00,https://www.flinnsci.com/pasco-wireless-pressure-sensor/tc1650/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1650_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1649,PASCO Wireless Temperature Sensor,1,$79.00,https://www.flinnsci.com/pasco-wireless-temperature-sensor/tc1649/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1649_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1648,PASCO Wireless Spectrometer (VIS),1,$575.00,https://www.flinnsci.com/pasco-wireless-spectrometer-vis/tc1648/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1648_1.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,AP10219,databot™ 2.0 – 10 Pack,1,$1980.75,https://www.flinnsci.com/databot--10-pack/ap10219/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10219_new.png?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,AP10218,databot™ 2.0 – 2 Pack,1,$417.00,https://www.flinnsci.com/databot--2-pack/ap10218/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10218_new.png?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,AP10217,databot™ 2.0 – Single,1,$218.92,https://www.flinnsci.com/databot--single/ap10217/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10217_main.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1643,Go Direct™ Sensor Cart,1,$224.14,https://www.flinnsci.com/go-direct-sensor-cart/tc1643/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1643.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1642,Go Direct™ Carbon Dioxide Gas Sensor,1,$285.00,https://www.flinnsci.com/go-direct-carbon-dioxide-gas-sensor/tc1642/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1642.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1641,Go Direct™ EKG,1,$208.50,https://www.flinnsci.com/go-direct-ekg/tc1641/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1641.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
Technology,Sensors,TC1638,Go Direct™ Sound,1,$119.89,https://www.flinnsci.com/go-direct-sound/tc1638/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc1638.jpg?format=webp&height=880&upscale=false,,,,No good match found (Low match score),,,,,0
