Carolina_product_category,Carolina_product_sub_category,Carolina_product_id,Carolina_product_name,Carolina_product_quantity,Carolina_product_price,Carolina_product_url,Carolina_image_url,Carolina_product_desc
Biotechnology,New - Biotechnology,215150,"LoadWell™ Micropipet Tips, Sterile, 20–200 µL, Rack of 96",1,Call For Pricing,https://www.carolina.com/lab-measuring-pipets/loadwell-micropipet-tips-sterile-20%EF%BF%BD200-ul-rack-of-96/215150.pr,https://www.carolina.com/images/product/large/215150.jpg,"Product Details Make loading samples into gel electrophoresis wells easier with LoadWell™ micropipet tips. These unique, flexible, narrow-diameter capillary tips can help students to avoid puncturing wells and transfer complete volumes during electrophoresis experiments. Product Features 20–200 µL Universal fit for standard pipettors Sterile Free of RNase, DNase, and pyrogens Rack of 96 tips"
Biotechnology,New - Biotechnology,FAM_211100,Exploring Gene Expression Through Transformation Kit,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/exploring-gene-expression-through-transformation-kit/FAM_211100.pr,https://www.carolina.com/images/product/large/211100P.jpg,Product Highlights Explain the importance of promoters and gene regulation Perform a successful bacterial transformation Describe the role of transformation in genetic engineering Articulate the importance of the controls in an experiment
Biotechnology,New - Biotechnology,FAM_211395,eDNA: Sampling Soil for Antibiotic Resistance Kit,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/edna-sampling-soil-for-antibiotic-resistance-kit/FAM_211395.pr,https://www.carolina.com/images/product/large/211395.jpg,Product Highlights: Perform eDNA sampling and analysis on soil with PCR and electrophoresis Participate in ongoing research by contributing data to the PARE research project Students participate in a genuine science project with an unknown outcome
Biotechnology,New - Biotechnology,211307,DNA Gel Electrophoresis Reagent Set with GelGreen®,1,Call For Pricing,https://www.carolina.com/biotechnology-electrophoresis-reagents/dna-gel-electrophoresis-reagent-set-with-gelgreen/211307.pr,https://www.carolina.com/images/product/large/211307.jpg,"Contains all reagents needed for separating DNA restriction fragments using agarose gel electrophoresis. Includes tris-borate-EDTA (TBE) electrophoresis buffer concentrate for 10 L of 1x buffer; electrophoresis-grade agarose, 25 g; loading dye, 1 mL; and 150 µL of GelGreen® stain."
Biotechnology,New - Biotechnology,214547,Carolina® Micropipette Starter Bundle,1,Call For Pricing,https://www.carolina.com/biotechnology-equipment-packages/carolina-micropipette-starter-bundle/214547.pr,https://www.carolina.com/images/product/large/214547.jpg,"Product Details The perfect bundle for beginning with micropipetting or for those looking to develop their pipetting skills. Four of the most popular-sized micropipettes, the Carolina® Pipette Carousel Stand (item #214619), and tips are combined with our Practice Pipetting Stations Kit (item #211145) to provide everything you need to teach the essential lab skill of pipetting. Get your students practicing their skills on simulated gels with a variety of micropipettes and tip sizes—right out of the box. Set includes: 4 Carolina® Laboratory Pipettors (1.0–10 µL, 2.0–20 µL, 20–200 µL, and 100–1,000 µL) Carolina® Pipette Carousel Stand (item #214619) 3 racks of micropipette tips (96 tips each rack) Practice Pipetting Stations Kit (item #211145) Product Features Includes all materials needed for students to practice micropipetting in one kit Common micropipetting equipment conveniently packaged together A budget-friendly bundle"
Biotechnology,New - Biotechnology,FAM_213811,E-Gel® Power Snap Electrophoresis System,1,Call For Pricing,https://www.carolina.com/elecrophoresis-chambers/e-gel-power-snap-electrophoresis-system/FAM_213811.pr,https://www.carolina.com/images/product/large/213811.jpg,"Traditional gel electrophoresis takes a lot of time—from casting the gel, to loading and running it, and finally visualizing and imaging the result. The E-Gel® Power Snap Electrophoresis System significantly simplifies the process with a compact runner, precast agarose gels, and imaging solution that save time and bench space. It requires no connection to a desktop computer, so you can run gels and capture images on the spot."
Biotechnology,New - Biotechnology,211170,rClone: Exploring Regulation of Translation with Synthetic Biology Kit,1,,https://www.carolina.com/biotechnology-kits/rclone-exploring-regulation-of-translation-with-synthetic-biology-kit-with-voucher/211170.pr,https://www.carolina.com/images/product/large/211170P.jpg,
Biotechnology,New - Biotechnology,FAM_214420,"Safety Pipet Filler, Tie-Dye",1,Call For Pricing,https://www.carolina.com/lab-measuring-pipets/safety-pipet-filler-tie-dye/FAM_214420.pr,https://www.carolina.com/images/product/large/214420_g.jpg,"Add some personality to your lab with these colorful, tie-dye safety pipet fillers. These dependable, easy-to-manage rubber pipet fillers each feature 50-mL bulb capacity, 3 standard valves, and 1/4""-diam flanged opening. They accommodate pipets up to 100 mL and draw 50 mL at a time."
Biotechnology,New - Biotechnology,FAM_215584,Frosty Mate™ Color Change Freezer Racks,1,Call For Pricing,https://www.carolina.com/biotechnology-lab-supplies/frosty-mate-color-change-freezer-racks/FAM_215584.pr,https://www.carolina.com/images/product/large/215584.jpg,Check sample temperature at a glance. These freezer racks provide a visual indicator of temperature by dramatically changing color from yellow to dark green when their temperature is below 7° C and back to yellow when their temperature rises above 7° C.
Biotechnology,New - Biotechnology,FAM_216352A,SureAir™ PCR Workstation,1,Call For Pricing,https://www.carolina.com/biotechnology-thermal-cyclers/sureair-pcr-workstation/FAM_216352A.pr,https://www.carolina.com/images/product/large/216352A.jpg,"This PCR workstation reduces contamination and provides a clean room environment at a fraction of the space and cost of a typical PCR workstation. A high-powered internal fan works with the included HEPA filter to purify air within the chamber and filters 99.97% of particles 0.3 µm and larger. Includes UVC light that eliminates any stray DNA that may contaminate samples, automatically shuts off after 15 minutes, and is operational only when the cover is closed to protect users."
Biotechnology,New - Biotechnology,FAM_216204A,SmartDrop™ Nano Spectrophotometers,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/smartdrop-nano-spectrophotometers/FAM_216204A.pr,https://www.carolina.com/images/product/large/216204A.jpg,"The ideal choice for laboratories needing quick and easy quantification of small samples, such as determining nucleic acid and protein concentrations or assessing the purity of a sample. SmartDrop™ spectrophotometers eliminate the need for dilutions, providing more accurate results by utilizing a small sample volume. With no external computer required, data can be printed with the integrated printer, exported via USB, or saved in the onboard memory. Results are received within seconds."
Biotechnology,New - Biotechnology,217200,OHAUS Dry Block Heaters,1,,https://www.carolina.com/other-biotechnology-equipment/ohaus-1-block-dry-bath-digital/217200.pr,https://www.carolina.com/images/product/large/217200.jpg,
Biotechnology,New - Biotechnology,217211,OHAUS Frontier™ Series Micro Centrifuges,1,,https://www.carolina.com/other-biotechnology-equipment/ohaus-frontier-5000-benchtop-micro-centrifuge/217211.pr,https://www.carolina.com/images/product/large/217211.jpg,
Biotechnology,New - Biotechnology,FAM_217221,OHAUS Frontier™ Series Multi Centrifuges,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/ohaus-frontier-series-multi-centrifuges/FAM_217221.pr,https://www.carolina.com/images/product/large/217221.jpg,"Frontier™ Multi Centrifuges are reliable, compact, low-speed general purpose centrifuges. They use standard rotor options that can process both round and conical bottom tubes (including common blood tubes), and can also be adapted easily with accessories to process smaller tubes. Frontier™ rotors extend the functionality of Frontier™ centrifuges by increasing the number, types, and sizes of tubes that can be used in conjunction with each centrifuge model. Carolina-exclusive 3-yr warranty."
Biotechnology,New - Biotechnology,217214,OHAUS Frontier™ Series Multi-Pro Centrifuges,1,,https://www.carolina.com/other-biotechnology-equipment/ohaus-frontier%E2%84%A2-5000-multi-pro-centrifuge-4-x-100-ml/217214.pr,https://www.carolina.com/images/product/large/217214.jpg,
Biotechnology,New - Biotechnology,FAM_217264,OHAUS Incubating Heavy-Duty Orbital Shaker and Accessories,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/ohaus-incubating-heavy-duty-orbital-shaker-and-accessories%C2%A0/FAM_217264.pr,https://www.carolina.com/images/product/large/217264.jpg,"Designed for a variety of shaking and incubating applications, these incubating heavy-duty orbital shakers offer exceptional temperature uniformity. The space-saving benchtop models feature exceptional ventilation, speed accuracy, and consistent shaking. Shaker accessories are also available to meet your specific requirements and to safely secure your samples."
Biotechnology,New - Biotechnology,FAM_216350A,MultiCycler™ Multi-Block Thermal Cyclers,1,Call For Pricing,https://www.carolina.com/biotechnology-thermal-cyclers/multicycler-multi-block-thermal-cyclers/FAM_216350A.pr,https://www.carolina.com/images/product/large/216350A.jpg,"These dual- and triple-block thermal cyclers feature multiple cycling blocks, making them perfect for busy labs or for use across multiple class periods. Features include a large, adjustable 10"" full-color touch screen providing ease of access to advanced programming features including gradient, adjustable ramp rates, time adjustments, and user password protection to prevent interference on existing runs. A USB port allows for storage and easy transfer of protocols between MultiCycler™ machines."
Biotechnology,New - Biotechnology,217277,OHAUS HT Lysing Homogenizer,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/ohaus-ht-lysing-homogenizer/217277.pr,https://www.carolina.com/images/product/large/217277.jpg,"Product Details The OHAUS HT (high throughput) lysing bead mill lab homogenizer provides efficient grinding, pulverizing, mixing, and homogenizing for your sample preparations. Features high-speed linear motion and a secure lock that can hold microplates, deep-well plates, or tubes. This homogenizer is ideal for applications such as DNA, RNA, and protein analysis; cell lysing; PCR; and gene expression. The LED display, 5 preset program buttons, and touchpad controls make it easy to use—no matter how difficult the task. Product Features Grinds, pulverizes, mixes, and homogenizes High-speed linear motion Secure lock that holds microplates, deep-well plates, or tubes LED display 5 preset program buttons Touchpad Easy to use Accessories are available for the OHAUS HT Lysing Homogenizer. Contact Carolina Customer Service to learn more: 800.334.5551 or customer_service@carolina.com."
Biotechnology,New - Biotechnology,FAM_214711,Jupiter Electronic Pipettors,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/jupiter-electronic-pipettors/FAM_214711.pr,https://www.carolina.com/images/product/large/214711.jpg,"Jupiter Electronic Pipettors combine an ergonomic design with electronic operation to provide accurate results while protecting users against repetitive motion injury. Quick selection between modes (pipetting, stepper dispensing, and diluting), volumes, and speeds is accomplished by convenient 2-knob control. Digital displays provide clear status indicators."
Biotechnology,New - Biotechnology,216420,Carolina® Digital Vortex Mixer,1,Call For Pricing,https://www.carolina.com/other-biotechnology-equipment/carolina-digital-vortex-mixer/216420.pr,https://www.carolina.com/images/product/large/216420.jpg,"Product Details The Carolina® Digital Vortex Mixer combines dependable performance and an intuitive digital interface with 3 easy-to-change adapters, providing your lab with broad mixing versatility in a relatively small footprint. Mix almost any liquid or powder efficiently and at high speed by digitally choosing between 2 work modes (inching or continuous), then selecting desired speed (200 to 3,000 r/min) and time (1 sec to 99 minutes) to quickly obtain the mixing performance needed. Sturdy construction with counterweight, centric balance, and suction feet ensure this vortex mixer stays in place and runs quietly. Product Features Easy-to-use digital control of time, speed, and working modes Includes 3 adapters to accommodate 14- to 10-mm tubes, flask or multi-tubes with a diameter less than 85 mm, and tubes or vials with a diameter less than 50 mm Built-in counterweight, centric balance, and suction feet ensure stable, quiet use Speed range: 200 to 3,000 r/min Working modes: inching and continuous Time range: 1 sec to 99 min Relatively small footprint: 127 x 147 x 128 mm Warranty: 1 year CE approved"
Biotechnology,New - Biotechnology,214430,"Carolina® Polystyrene Disposable Serological Pipets, Sterile",1,,https://www.carolina.com/lab-pipets/carolina-polystyrene-disposable-serological-pipet-sterile-1-ml-yellow-pack-of-500/214430.pr,https://www.carolina.com/images/product/large/214430.jpg,
Biotechnology,New - Biotechnology,215101,ProSeries™ High-Performance Centrifuge Tubes with FreezeTech™ Temperature Indicator,1,,https://www.carolina.com/biotechnology-tubes/proseries-high-performance-centrifuge-tubes-with-freezetech-temperature-indicator-sterile-15-ml-20-eco-plastic-racks-of-25-500-tubes-total/215101.pr,https://www.carolina.com/images/product/large/215101.jpg,
Biotechnology,New - Biotechnology,216228,Smart-Q™ Fluorometers,1,,https://www.carolina.com/other-biotechnology-equipment/smart-q-100-fluorometer-for-single-samples/216228.pr,https://www.carolina.com/images/product/large/216228.jpg,
Biotechnology,Biotech Kits,216345,Sleep Lab™: Lark or Owl? Kit,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/sleep-lab-lark-or-owl-kit/216345.pr,https://www.carolina.com/images/product/large/216345.jpg,"Product Details Are you a night owl? Or a morning lark? The answer may be in your genes. This lab allows students to test their own genotypes at the circadian clock gene Per3 locus that has been associated with sleep behavior preferences in humans. The coding region of this gene contains a VNTR (variable number tandem repeat) that is polymorphic (variable) across people. In one study, a Per3 allele carrying 4 copies of this repeat was found at higher frequencies in people with a preference for evening activity, while the allele with 5 copies of this repeat was found more frequently in individuals with a preference for morning activities. Students will get to assess their own Per3 genotypes using PCR and gel electrophoresis, while also assessing their sleep phenotypes by answering a questionnaire about their own chronotypes (circadian preferences). As is true for many postulated genetic associations, the evidence for a link between Per3 genotypes and sleep phenotypes is not yet definitive—while some studies have shown association between this VNTR and sleep, others were unable to reproduce it. Your work is needed! We hope that collective data gathered in your classroom can help shed light on this possible association between Per3 genotypes and circadian phenotypes. You'll participate in an authentic open inquiry investigation on the genetic underpinnings of sleep. Product Features Kit provides enough materials for 8 lab groups Online teacher guide, student guide, and additional resources are available for download Can be completed in two 45-minute class periods or one 120-minute class period Note: The reagents in this lab require freezer storage and are stable for 12 months when stored in the freezer."
Biotechnology,Biotech Kits,216347,Agricultural Monitoring Lab: A Case Study in Antibiotic Resistance Kit,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/agricultural-monitoring-lab-a-case-study-in-antibiotic-resistance-kit/216347.pr,https://www.carolina.com/images/product/large/216347.jpg,"Product Details This lab presents a fictional case study of a very real problem. Epidemiologists have traced an outbreak of antibiotic-resistant bacteria to one farm. Students use PCR to determine if the antibiotic-resistant bacteria have spread to neighboring areas. This case study introduces students to how molecular analyses can serve as a tool in environmental monitoring and surveillance. Produced in collaboration with PARE—The Prevalence of Antibiotic Resistance in the Environment project at Tufts University. No harmful samples are used in this lab. Product Features Kit provides enough materials for 8 lab groups Online teacher guide, student guide, and additional resources are available for downloading Can be completed in two 45-minute class periods or one 90-minute period Note: The reagents in this lab require freezer storage and are stable for 12 months when stored in the freezer."
Biotechnology,Biotech Kits,216900,CRISPR in a Box™,1,,https://www.carolina.com/biotechnology-kits/crispr-in-a-box-kit-with-voucher/216900.pr,https://www.carolina.com/images/product/large/216900P.jpg,
Biotechnology,Biotech Kits,211337EBK,DNALC Making Lactose-Free Milk Digital Resources,1,Call For Pricing,https://www.carolina.com/dna-learning-center-dnalc/dnalc-making-lactose-free-milk-digital-resources/211337EBK.pr,https://www.carolina.com/images/product/large/211337EBK.jpg,"Product Details Use this digital resource package with DNALC Making Lactose-Free Milk Kit (item #211337) or as a standalone set of resources. Additional materials are required to conduct the investigation. Digital resources may include: Setup, phenomena, or activity videos Student prelab activities Interactive digital lessons and simulations Digital teacher's manual Downloadable resources Activity supplies spreadsheet Printable student guide Access the resources in your classroom or assign them to your students via Carolina Science Online®. This 1-year subscription license is for an individual teaching up to 45 students. Multiple licenses may be required."
Biotechnology,Biotech Kits,214827EBK,Authentic Inheritance Patterns Digital Resources,1,Call For Pricing,https://www.carolina.com/human-genetics/authentic-inheritance-patterns-digital-resources/214827EBK.pr,https://www.carolina.com/images/product/large/214827EBK.jpg,"Use this digital resource package with the Authentic Inheritance Patterns Kit (item #214827) or as a standalone set of resources. Digital resources may include: Setup, phenomena, or activity videos Student pre-lab activities Interactive digital lessons and simulations Digital teacher's manual Downloadable resources Activity supplies spreadsheet Printable student guide Access the resources in your classroom or assign them to your students via Carolina Science Online. This 1-year subscription license is for an individual teaching up to 45 students. Multiple licenses may be required."
Biotechnology,Biotech Kits,211165EBK,Taq Polymerase Production and Validation Digital Resources,1,Call For Pricing,https://www.carolina.com/dna-learning-center-dnalc/taq-polymerase-production-and-validation-digital-resources/211165EBK.pr,https://www.carolina.com/images/product/large/211165.jpg,"Use this digital resource package with the Taq Polymerase Production and Validation Kits (items #211165, #211165P, #211166, #211166P, #211167, and #211167P) or as a standalone set of resources. Digital resources may include: Setup, phenomena, or activity videos Student pre-lab activities Interactive digital lessons and simulations Digital teacher's manual Downloadable resources Activity supplies spreadsheet Printable student guide Access the resources in your classroom or assign them to your students via Carolina Science Online. This 1-year subscription license is for an individual teaching up to 45 students. Multiple licenses may be required."
Biotechnology,Biotech Kits,211170EBK,rClone: Exploring the Regulation of Translation with Synthetic Biology Digital Resources,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/rclone-exploring-the-regulation-of-translation-with-synthetic-biology-digital-resources/211170EBK.pr,https://www.carolina.com/images/product/large/211170EBK.jpg,"Product Details Use this digital resource package with rClone: Exploring Regulation of Translation with Synthetic Biology Kit (items #211170 and #211170P) or as a standalone set of resources. Additional materials are required to conduct the investigation. Digital resources may include: Setup, phenomena, or activity videos Student prelab activities Interactive digital lessons and simulations Digital teacher's manual Downloadable resources Activity supplies spreadsheet Printable student guide Access the resources in your classroom or assign them to your students via Carolina Science Online®. This 1-year subscription license is for an individual teaching up to 45 students. Multiple licenses may be required."
Biotechnology,Biotech Kits,217010,BioBuilder® Guiding Light: Measuring and Analyzing Fluorescence Kit,1,Call For Pricing,https://www.carolina.com/biotechnology-kits/biobuilder-guiding-light-measuring-and-analyzing-fluorescence-kit/217010.pr,https://www.carolina.com/images/product/large/217010.jpg,"Product Details Now includes a simple-to-build fluorescence viewer! In this simple yet impactful activity, students examine the relationship between fluorescence intensity and concentration of fluorescent molecules. They use a typical highlighting marker to create a standard curve, giving them the ability to determine the concentration of fluorescent molecules in other samples. The free Carolina® RGB Colorimeter app is used for accurate measurements without the need for expensive equipment. Product Features Unique, build-your-own molecular viewer Powerful yet simple demonstration of serial dilutions Compatible with the Carolina® RGB Colorimeter app Easily expanded to test a variety of variables and conditions"
Biotechnology,Biotech Kits,211033,Exploring Electrophoresis Using Forensic DNA Evidence Kit,1,,https://www.carolina.com/dna-extraction-quantification/exploring-electrophoresis-using-forensic-dna-evidence-demonstration-kit/211033.pr,https://www.carolina.com/images/product/large/211033.jpg,
Biotechnology,Biotech Kits,211255,Fish Protein Fingerprinting Kits,1,,https://www.carolina.com/gene-expression-advanced-topics/fish-protein-fingerprinting-on-agarose-gels-kit-with-voucher/211255.pr,https://www.carolina.com/images/product/large/211255_bit.jpg,
Biotechnology,Biotech Kits,211072P,Purification of Green Fluorescent Protein Kits,1,,https://www.carolina.com/gene-expression-advanced-topics/purification-of-green-fluorescent-protein-8-station-kit-module-2-purification-with-perishables/211072P.pr,https://www.carolina.com/images/product/large/211072P.jpg,
Biotechnology,Biotech Kits,211138,DNA Necklace Kits,1,,https://www.carolina.com/dna-extraction-quantification/dna-necklace-classroom-kit/211138.pr,https://www.carolina.com/images/product/large/211138_w.jpg,
Biotechnology,Biotech Kits,FAM_211073,Purification of Green Fluorescent Protein Kits,1,Call For Pricing,https://www.carolina.com/transformation-dna-transfer/purification-of-green-fluorescent-protein-kits/FAM_211073.pr,https://www.carolina.com/images/product/large/211070_b_bit.jpg,"This kit is great for teaching:The molecular basis of heredityThe relationship between genes and proteinsHow E. coli is used to engineer proteins useful in medicine and manufacturingThree techniques - transformation, protein purification, and protein gel electrophoresis, commonly used in biological research and its areas of application"
